250	250	0
250	249	0
249	248	0
249	247	0
249	246	0
248	245	0
248	244	0
248	243	0
247	242	0
247	241	0
247	240	0
246	239	0
246	238	0
246	237	0
245	236	0
245	235	0
245	234	0
244	233	0
244	232	0
244	231	0
243	230	0
243	229	0
243	228	0
242	227	0
242	226	0
242	225	0
241	224	0
241	223	0
241	222	0
240	221	0
240	220	0
240	219	0
239	218	0
239	217	0
239	216	0
238	215	0
238	214	0
238	213	0
237	212	0
237	211	0
237	210	0
236	209	0
236	208	0
236	207	0
235	206	0
235	205	0
235	204	0
234	203	0
234	202	0
234	201	0
233	200	0
233	199	0
233	198	0
232	197	0
232	196	0
232	195	0
231	194	0
231	193	0
231	192	0
230	191	0
230	190	0
230	189	0
229	188	0
229	187	0
229	186	0
228	185	0
228	184	0
228	183	0
227	182	0
227	181	0
227	180	0
226	179	0
226	178	0
226	177	0
225	176	0
225	175	0
225	174	0
224	173	0
224	172	0
224	171	0
223	170	0
223	169	0
223	168	0
222	167	0
222	166	0
222	165	0
221	164	0
221	163	0
221	162	0
220	161	0
220	160	0
220	159	0
219	158	0
219	157	0
219	156	0
218	155	0
218	154	0
218	153	0
217	152	0
217	151	0
216	150	0
216	149	0
216	148	0
215	147	0
215	146	0
215	145	0
214	144	0
214	143	0
214	142	0
213	141	0
213	140	0
213	139	0
212	138	0
212	137	0
212	136	0
211	135	0
211	134	0
211	133	0
210	132	0
210	131	0
210	130	0
209	129	0
209	128	0
209	127	0
208	126	0
208	125	0
208	124	0
207	123	0
207	122	0
207	121	0
206	120	0
206	119	0
206	118	0
205	117	0
205	116	0
205	115	0
204	114	0
204	113	0
204	112	0
203	111	0
203	110	0
203	109	0
202	108	0
202	107	0
202	106	0
201	105	0
201	104	0
201	103	0
200	102	0
200	101	0
200	100	0
199	99	0
199	98	0
199	97	0
198	96	0
198	95	0
198	94	0
197	93	0
197	92	0
197	91	0
196	90	0
196	89	0
196	88	0
195	87	0
195	86	0
195	85	0
194	84	0
194	83	0
194	82	0
193	81	0
193	80	0
193	79	0
192	78	0
192	77	0
192	76	0
191	75	0
191	74	0
191	73	0
190	72	0
190	71	0
190	70	0
189	69	0
189	68	0
189	67	0
188	66	0
188	65	0
188	64	0
187	63	0
187	62	0
187	61	0
186	60	0
186	59	0
186	58	0
185	57	0
185	56	0
185	55	0
184	54	0
184	53	0
184	52	0
183	51	0
183	50	0
